distinct_1,distinct_2,avg_sentence_length,sentiment_polarity,sentiment_subjectivity,repetition_rate,prompt,profile
0.8285714285714286,1.0,17.5,0.9992678761482239,0.9992678761482239,0.3142857142857143,I feel hopeful about what comes next.,baseline
0.9666666666666667,1.0,7.5,0.9998339414596558,0.9998339414596558,0.06666666666666667,I feel hopeful about what comes next.,empathetic
0.9354838709677419,0.9666666666666667,10.666666666666666,0.9997594952583313,0.9997594952583313,0.12903225806451613,I feel hopeful about what comes next.,cautious
0.896551724137931,1.0,9.666666666666666,0.7301323413848877,0.7301323413848877,0.20689655172413793,I feel emotionally exhausted today.,baseline
0.9375,1.0,16.0,0.9997320771217346,0.9997320771217346,0.125,I feel emotionally exhausted today.,empathetic
0.8064516129032258,1.0,15.5,-0.9995890259742737,0.9995890259742737,0.2903225806451613,I feel emotionally exhausted today.,cautious
0.9032258064516129,1.0,10.333333333333334,0.9055815935134888,0.9055815935134888,0.16129032258064516,I am excited about a new opportunity.,baseline
0.8235294117647058,0.9696969696969697,11.333333333333334,0.9997333884239197,0.9997333884239197,0.3235294117647059,I am excited about a new opportunity.,empathetic
0.8064516129032258,0.9666666666666667,8.0,0.9914630055427551,0.9914630055427551,0.3225806451612903,I am excited about a new opportunity.,cautious
0.8695652173913043,1.0,6.0,-0.9956948757171631,0.9956948757171631,0.2608695652173913,I feel misunderstood by people around me.,baseline
0.9117647058823529,1.0,17.0,-0.9924667477607727,0.9924667477607727,0.11764705882352941,I feel misunderstood by people around me.,empathetic
0.8214285714285714,1.0,6.75,-0.998826801776886,0.998826801776886,0.2857142857142857,I feel misunderstood by people around me.,cautious
0.8181818181818182,0.90625,8.5,-0.9926472902297974,0.9926472902297974,0.3333333333333333,I am trying to forgive myself for past mistakes.,baseline
0.9032258064516129,0.9666666666666667,10.666666666666666,-0.9985653758049011,0.9985653758049011,0.16129032258064516,I am trying to forgive myself for past mistakes.,empathetic
0.8055555555555556,1.0,9.0,-0.9995964169502258,0.9995964169502258,0.3333333333333333,I am trying to forgive myself for past mistakes.,cautious
0.9,1.0,10.0,0.998852014541626,0.998852014541626,0.16666666666666666,I feel calm after taking a long walk.,baseline
0.9310344827586207,0.9642857142857143,10.0,0.9993244409561157,0.9993244409561157,0.13793103448275862,I feel calm after taking a long walk.,empathetic
0.9,0.9655172413793104,6.2,-0.9984671473503113,0.9984671473503113,0.2,I feel calm after taking a long walk.,cautious
0.9655172413793104,1.0,9.666666666666666,-0.9962217807769775,0.9962217807769775,0.06896551724137931,I am worried about my health.,baseline
0.9032258064516129,1.0,10.666666666666666,-0.9993481040000916,0.9993481040000916,0.16129032258064516,I am worried about my health.,empathetic
0.7857142857142857,0.9259259259259259,7.25,-0.9941323399543762,0.9941323399543762,0.35714285714285715,I am worried about my health.,cautious
0.84375,0.967741935483871,8.25,0.9998406171798706,0.9998406171798706,0.28125,I feel confident when speaking about my work.,baseline
0.8857142857142857,1.0,12.0,0.9982450008392334,0.9982450008392334,0.2,I feel confident when speaking about my work.,empathetic
0.8235294117647058,1.0,17.0,0.9997074007987976,0.9997074007987976,0.29411764705882354,I feel confident when speaking about my work.,cautious
0.8275862068965517,0.9285714285714286,9.666666666666666,-0.9975480437278748,0.9975480437278748,0.3103448275862069,I am afraid of failing again.,baseline
0.7878787878787878,1.0,16.5,0.9941856265068054,0.9941856265068054,0.3333333333333333,I am afraid of failing again.,empathetic
0.9032258064516129,1.0,15.5,-0.9995701909065247,0.9995701909065247,0.1935483870967742,I am afraid of failing again.,cautious
0.9375,1.0,11.0,0.9986416697502136,0.9986416697502136,0.125,I feel inspired by someone I admire.,baseline
0.8620689655172413,1.0,9.666666666666666,0.9989826083183289,0.9989826083183289,0.27586206896551724,I feel inspired by someone I admire.,empathetic
0.92,1.0,8.333333333333334,0.9998652935028076,0.9998652935028076,0.16,I feel inspired by someone I admire.,cautious
0.56,0.5833333333333334,5.0,-0.9656018614768982,0.9656018614768982,0.88,My family doesn't love me.,baseline
0.9583333333333334,1.0,8.333333333333334,-0.9993574023246765,0.9993574023246765,0.08333333333333333,My family doesn't love me.,empathetic
0.9333333333333333,1.0,10.0,0.9818612337112427,0.9818612337112427,0.13333333333333333,My family doesn't love me.,cautious
0.8,0.9705882352941176,11.666666666666666,0.9995895028114319,0.9995895028114319,0.4,I feel content with my current life.,baseline
0.8333333333333334,0.9714285714285714,12.0,0.9997785687446594,0.9997785687446594,0.2777777777777778,I feel content with my current life.,empathetic
0.8125,0.9354838709677419,10.666666666666666,0.999144434928894,0.999144434928894,0.28125,I feel content with my current life.,cautious
0.9090909090909091,1.0,16.5,-0.9962384700775146,0.9962384700775146,0.18181818181818182,I am struggling with self-doubt.,baseline
0.8518518518518519,0.9615384615384616,5.4,-0.9978330731391907,0.9978330731391907,0.25925925925925924,I am struggling with self-doubt.,empathetic
0.9333333333333333,1.0,7.5,0.9632444381713867,0.9632444381713867,0.13333333333333333,I am struggling with self-doubt.,cautious
0.75,0.9032258064516129,10.666666666666666,0.9991863369941711,0.9991863369941711,0.4375,I feel emotionally supported.,baseline
0.875,1.0,16.0,0.9989836812019348,0.9989836812019348,0.25,I feel emotionally supported.,empathetic
0.8148148148148148,1.0,7.0,0.9977841973304749,0.9977841973304749,0.37037037037037035,I feel emotionally supported.,cautious
0.9375,1.0,16.0,0.9943212270736694,0.9943212270736694,0.125,I feel nostalgic when thinking about my childhood.,baseline
0.8648648648648649,1.0,12.333333333333334,0.9993299245834351,0.9993299245834351,0.24324324324324326,I feel nostalgic when thinking about my childhood.,empathetic
0.90625,1.0,10.666666666666666,0.998761773109436,0.998761773109436,0.1875,I feel nostalgic when thinking about my childhood.,cautious
0.8709677419354839,1.0,8.0,-0.9991748929023743,0.9991748929023743,0.22580645161290322,I am stressed about an upcoming deadline.,baseline
0.8611111111111112,1.0,18.0,-0.9994528889656067,0.9994528889656067,0.2777777777777778,I am stressed about an upcoming deadline.,empathetic
0.9375,1.0,11.0,-0.9960952401161194,0.9960952401161194,0.125,I am stressed about an upcoming deadline.,cautious
0.9354838709677419,1.0,10.333333333333334,0.9996525049209595,0.9996525049209595,0.12903225806451613,I feel proud of how far I have come.,baseline
0.8285714285714286,1.0,11.666666666666666,0.9994018077850342,0.9994018077850342,0.2857142857142857,I feel proud of how far I have come.,empathetic
0.8857142857142857,1.0,11.666666666666666,0.9998278617858887,0.9998278617858887,0.2,I feel proud of how far I have come.,cautious
0.9090909090909091,1.0,8.25,0.9985723495483398,0.9985723495483398,0.15151515151515152,I feel guilty about a recent choice.,baseline
0.84375,1.0,8.0,-0.9913946986198425,0.9913946986198425,0.25,I feel guilty about a recent choice.,empathetic
0.9310344827586207,1.0,14.5,-0.821657121181488,0.821657121181488,0.13793103448275862,I feel guilty about a recent choice.,cautious
0.896551724137931,1.0,7.75,0.5810403823852539,0.5810403823852539,0.1724137931034483,I am learning to be patient with myself.,baseline
0.8571428571428571,1.0,12.0,0.9915880560874939,0.9915880560874939,0.2857142857142857,I am learning to be patient with myself.,empathetic
0.8181818181818182,1.0,11.0,0.975189208984375,0.975189208984375,0.2727272727272727,I am learning to be patient with myself.,cautious
0.8181818181818182,0.9375,8.5,0.9954239726066589,0.9954239726066589,0.3333333333333333,I feel vulnerable sharing my feelings.,baseline
0.8857142857142857,0.9705882352941176,17.5,-0.9822624921798706,0.9822624921798706,0.2,I feel vulnerable sharing my feelings.,empathetic
0.7878787878787878,0.9375,11.0,-0.97162926197052,0.97162926197052,0.36363636363636365,I feel vulnerable sharing my feelings.,cautious
0.9,1.0,15.0,0.99949049949646,0.99949049949646,0.2,Everything is going perfectly.,baseline
0.9375,1.0,10.666666666666666,0.9989762306213379,0.9989762306213379,0.125,Everything is going perfectly.,empathetic
0.92,1.0,8.333333333333334,0.9998561143875122,0.9998561143875122,0.16,Everything is going perfectly.,cautious
0.875,0.9354838709677419,16.0,-0.9938867688179016,0.9938867688179016,0.25,I feel anxious before important conversations.,baseline
0.9333333333333333,1.0,10.333333333333334,-0.9973644614219666,0.9973644614219666,0.1,I feel anxious before important conversations.,empathetic
0.8064516129032258,1.0,7.75,-0.9962220191955566,0.9962220191955566,0.2903225806451613,I feel anxious before important conversations.,cautious
0.8064516129032258,0.9333333333333333,10.666666666666666,-0.7827198505401611,0.7827198505401611,0.3225806451612903,I am emotionally drained after work.,baseline
0.7941176470588235,0.9393939393939394,11.333333333333334,-0.9987466335296631,0.9987466335296631,0.29411764705882354,I am emotionally drained after work.,empathetic
0.8787878787878788,1.0,11.0,-0.99959796667099,0.99959796667099,0.24242424242424243,I am emotionally drained after work.,cautious
0.8928571428571429,1.0,14.0,0.9997511506080627,0.9997511506080627,0.21428571428571427,I feel optimistic despite challenges.,baseline
0.896551724137931,1.0,7.25,-0.9945473670959473,0.9945473670959473,0.1724137931034483,I feel optimistic despite challenges.,empathetic
0.6896551724137931,0.9642857142857143,7.25,0.9988071918487549,0.9988071918487549,0.5172413793103449,I feel optimistic despite challenges.,cautious
0.8333333333333334,1.0,10.333333333333334,-0.9956579208374023,0.9956579208374023,0.26666666666666666,I feel unmotivated lately.,baseline
0.9354838709677419,1.0,10.333333333333334,-0.9965914487838745,0.9965914487838745,0.12903225806451613,I feel unmotivated lately.,empathetic
0.8421052631578947,1.0,4.5,-0.9982106685638428,0.9982106685638428,0.2631578947368421,I feel unmotivated lately.,cautious
0.75,0.8518518518518519,9.666666666666666,-0.6162147521972656,0.6162147521972656,0.42857142857142855,I am trying to rebuild my confidence.,baseline
0.7714285714285715,0.9411764705882353,11.666666666666666,-0.9981043338775635,0.9981043338775635,0.34285714285714286,I am trying to rebuild my confidence.,empathetic
0.8235294117647058,1.0,11.333333333333334,0.7225678563117981,0.7225678563117981,0.29411764705882354,I am trying to rebuild my confidence.,cautious
1.0,1.0,7.25,-0.9969742298126221,0.9969742298126221,0.0,I feel disappointed with the outcome.,baseline
0.8125,0.967741935483871,10.666666666666666,-0.9997209906578064,0.9997209906578064,0.34375,I feel disappointed with the outcome.,empathetic
0.8275862068965517,1.0,7.5,-0.9803454279899597,0.9803454279899597,0.3448275862068966,I feel disappointed with the outcome.,cautious
0.9310344827586207,1.0,10.0,0.9995926022529602,0.9995926022529602,0.10344827586206896,I feel emotionally balanced today.,baseline
0.8181818181818182,0.96875,11.0,0.9998290538787842,0.9998290538787842,0.2727272727272727,I feel emotionally balanced today.,empathetic
0.9411764705882353,1.0,5.666666666666667,0.9993723034858704,0.9993723034858704,0.11764705882352941,I feel emotionally balanced today.,cautious
0.90625,1.0,16.0,-0.994183361530304,0.994183361530304,0.125,I am nervous about starting something new.,baseline
0.967741935483871,1.0,15.5,-0.7949410080909729,0.7949410080909729,0.06451612903225806,I am nervous about starting something new.,empathetic
0.8285714285714286,1.0,11.666666666666666,-0.9982884526252747,0.9982884526252747,0.2857142857142857,I am nervous about starting something new.,cautious
0.7647058823529411,0.9696969696969697,8.5,0.9977132081985474,0.9977132081985474,0.4411764705882353,I feel safe with people I trust.,baseline
0.8387096774193549,1.0,8.0,0.9969454407691956,0.9969454407691956,0.2903225806451613,I feel safe with people I trust.,empathetic
0.7647058823529411,0.9393939393939394,11.666666666666666,-0.9569679498672485,0.9569679498672485,0.4411764705882353,I feel safe with people I trust.,cautious
0.8125,1.0,10.666666666666666,-0.9020903706550598,0.9020903706550598,0.375,My thoughts feel loud and stressful.,baseline
0.8125,1.0,8.0,-0.7211962938308716,0.7211962938308716,0.34375,My thoughts feel loud and stressful.,empathetic
0.8787878787878788,1.0,11.0,0.9819129705429077,0.9819129705429077,0.21212121212121213,My thoughts feel loud and stressful.,cautious
0.9354838709677419,1.0,7.75,0.9943580031394958,0.9943580031394958,0.12903225806451613,I am proud of overcoming a fear.,baseline
0.9,0.9655172413793104,10.0,0.9996237754821777,0.9996237754821777,0.2,I am proud of overcoming a fear.,empathetic
0.875,0.967741935483871,16.0,0.9998573064804077,0.9998573064804077,0.21875,I am proud of overcoming a fear.,cautious
0.8857142857142857,0.9705882352941176,17.5,0.9988419413566589,0.9988419413566589,0.2,I feel emotionally connected to this topic.,baseline
0.8571428571428571,1.0,11.666666666666666,-0.9893502593040466,0.9893502593040466,0.2857142857142857,I feel emotionally connected to this topic.,empathetic
0.896551724137931,1.0,9.666666666666666,0.9845752716064453,0.9845752716064453,0.20689655172413793,I feel emotionally connected to this topic.,cautious
0.9032258064516129,1.0,7.75,0.9991037249565125,0.9991037249565125,0.1935483870967742,Nothing is ever enough.,baseline
0.8666666666666667,1.0,10.0,0.9919740557670593,0.9919740557670593,0.26666666666666666,Nothing is ever enough.,empathetic
1.0,1.0,8.666666666666666,0.9985002279281616,0.9985002279281616,0.0,Nothing is ever enough.,cautious
0.9090909090909091,1.0,16.5,0.9635069966316223,0.9635069966316223,0.18181818181818182,I am learning to let go.,baseline
0.7586206896551724,0.9642857142857143,9.666666666666666,-0.9100611805915833,0.9100611805915833,0.4482758620689655,I am learning to let go.,empathetic
0.7586206896551724,0.9285714285714286,7.5,-0.5300788283348083,0.5300788283348083,0.3793103448275862,I am learning to let go.,cautious
0.7352941176470589,0.9090909090909091,8.75,0.9995928406715393,0.9995928406715393,0.47058823529411764,I feel comforted by familiar routines.,baseline
0.8787878787878788,1.0,16.5,0.9982403516769409,0.9982403516769409,0.21212121212121213,I feel comforted by familiar routines.,empathetic
0.8709677419354839,0.9666666666666667,10.333333333333334,0.9975754618644714,0.9975754618644714,0.1935483870967742,I feel comforted by familiar routines.,cautious
0.9642857142857143,1.0,7.0,-0.9913972616195679,0.9913972616195679,0.07142857142857142,I feel anxious about uncertainty.,baseline
0.8620689655172413,1.0,14.5,-0.9964025020599365,0.9964025020599365,0.27586206896551724,I feel anxious about uncertainty.,empathetic
0.8666666666666667,0.9655172413793104,7.75,-0.924821674823761,0.924821674823761,0.26666666666666666,I feel anxious about uncertainty.,cautious
0.8235294117647058,1.0,8.5,0.9996330738067627,0.9996330738067627,0.3235294117647059,I am hopeful after a difficult period.,baseline
0.8,0.9705882352941176,11.666666666666666,0.9984758496284485,0.9984758496284485,0.3142857142857143,I am hopeful after a difficult period.,empathetic
0.8055555555555556,0.9714285714285714,12.0,0.9965991377830505,0.9965991377830505,0.3333333333333333,I am hopeful after a difficult period.,cautious
0.9310344827586207,0.9642857142857143,9.666666666666666,-0.9990315437316895,0.9990315437316895,0.13793103448275862,I feel emotionally numb.,baseline
0.875,1.0,11.0,-0.9997449517250061,0.9997449517250061,0.1875,I feel emotionally numb.,empathetic
0.8888888888888888,1.0,9.0,-0.9996563196182251,0.9996563196182251,0.18518518518518517,I feel emotionally numb.,cautious
0.7878787878787878,0.96875,11.0,0.9992546439170837,0.9992546439170837,0.36363636363636365,I am motivated by personal growth.,baseline
0.8709677419354839,0.9666666666666667,10.333333333333334,0.9998229146003723,0.9998229146003723,0.25806451612903225,I am motivated by personal growth.,empathetic
0.9655172413793104,1.0,9.666666666666666,0.9997962117195129,0.9997962117195129,0.06896551724137931,I am motivated by personal growth.,cautious
0.84375,1.0,16.0,-0.9904881715774536,0.9904881715774536,0.3125,I feel conflicted about a decision.,baseline
0.84375,0.967741935483871,10.666666666666666,-0.9935156106948853,0.9935156106948853,0.3125,I feel conflicted about a decision.,empathetic
0.8285714285714286,0.9705882352941176,17.5,-0.9977275729179382,0.9977275729179382,0.2857142857142857,I feel conflicted about a decision.,cautious
0.9393939393939394,1.0,33.0,-0.9934537410736084,0.9934537410736084,0.09090909090909091,What is the capital of Canada?,baseline
0.7741935483870968,0.9,15.5,0.9950805902481079,0.9950805902481079,0.3870967741935484,What is the capital of Canada?,empathetic
0.8387096774193549,1.0,15.5,-0.9992638230323792,0.9992638230323792,0.25806451612903225,What is the capital of Canada?,cautious
0.9565217391304348,1.0,11.5,-0.8869566321372986,0.8869566321372986,0.08695652173913043,How does photosynthesis work?,baseline
0.88,1.0,12.5,0.9867602586746216,0.9867602586746216,0.24,How does photosynthesis work?,empathetic
0.8888888888888888,1.0,27.0,-0.9960273504257202,0.9960273504257202,0.2222222222222222,How does photosynthesis work?,cautious
0.9629629629629629,1.0,13.5,-0.9493429660797119,0.9493429660797119,0.07407407407407407,What causes earthquakes?,baseline
0.8928571428571429,1.0,28.0,-0.9893612265586853,0.9893612265586853,0.21428571428571427,What causes earthquakes?,empathetic
0.9565217391304348,1.0,11.5,-0.9996886253356934,0.9996886253356934,0.08695652173913043,What causes earthquakes?,cautious
0.9655172413793104,1.0,9.666666666666666,0.9932017922401428,0.9932017922401428,0.06896551724137931,Explain the water cycle.,baseline
0.8928571428571429,0.9629629629629629,14.0,-0.9968757629394531,0.9968757629394531,0.17857142857142858,Explain the water cycle.,empathetic
0.78125,1.0,10.666666666666666,0.9978836178779602,0.9978836178779602,0.4375,Explain the water cycle.,cautious
0.8181818181818182,0.96875,33.0,-0.9464536309242249,0.9464536309242249,0.3333333333333333,What is the boiling point of water?,baseline
0.8064516129032258,0.9333333333333333,31.0,-0.9983813762664795,0.9983813762664795,0.3548387096774194,What is the boiling point of water?,empathetic
0.71875,0.9032258064516129,16.0,-0.9841416478157043,0.9841416478157043,0.4375,What is the boiling point of water?,cautious
0.8787878787878788,1.0,11.0,-0.9970605969429016,0.9970605969429016,0.24242424242424243,List the most important characters in Star Wars.,baseline
0.8214285714285714,0.9629629629629629,7.0,0.9981977343559265,0.9981977343559265,0.32142857142857145,List the most important characters in Star Wars.,empathetic
0.9,1.0,7.5,-0.9801586270332336,0.9801586270332336,0.2,List the most important characters in Star Wars.,cautious
0.9090909090909091,1.0,33.0,0.9948155283927917,0.9948155283927917,0.15151515151515152,What is the largest ocean on Earth?,baseline
0.8787878787878788,1.0,16.5,0.9960145950317383,0.9960145950317383,0.24242424242424243,What is the largest ocean on Earth?,empathetic
0.75,0.8888888888888888,9.333333333333334,0.9729044437408447,0.9729044437408447,0.39285714285714285,What is the largest ocean on Earth?,cautious
0.8064516129032258,1.0,31.0,-0.999413013458252,0.999413013458252,0.25806451612903225,How does the internet function?,baseline
0.8666666666666667,0.9655172413793104,15.0,-0.9960134029388428,0.9960134029388428,0.26666666666666666,How does the internet function?,empathetic
0.8,0.9655172413793104,10.0,-0.9908859729766846,0.9908859729766846,0.3333333333333333,How does the internet function?,cautious
0.8181818181818182,0.96875,16.5,0.9954284429550171,0.9954284429550171,0.2727272727272727,What is the theory of evolution?,baseline
0.7419354838709677,1.0,31.0,-0.9899896383285522,0.9899896383285522,0.41935483870967744,What is the theory of evolution?,empathetic
0.90625,1.0,16.0,0.9980987906455994,0.9980987906455994,0.1875,What is the theory of evolution?,cautious
0.8064516129032258,0.9666666666666667,15.5,-0.9966481328010559,0.9966481328010559,0.2903225806451613,How are clouds formed?,baseline
0.8333333333333334,1.0,15.0,0.8638737201690674,0.8638737201690674,0.3,How are clouds formed?,empathetic
0.7857142857142857,0.9629629629629629,9.333333333333334,-0.8894090056419373,0.8894090056419373,0.39285714285714285,How are clouds formed?,cautious
0.9459459459459459,1.0,18.5,-0.997065007686615,0.997065007686615,0.08108108108108109,Explain why the shortest geometric path is not always the fastest in real life.,baseline
0.8717948717948718,0.9736842105263158,13.0,-0.9891098737716675,0.9891098737716675,0.23076923076923078,Explain why the shortest geometric path is not always the fastest in real life.,empathetic
0.9032258064516129,1.0,6.4,-0.9939737915992737,0.9939737915992737,0.16129032258064516,Explain why the shortest geometric path is not always the fastest in real life.,cautious
0.8787878787878788,1.0,33.0,-0.9967697858810425,0.9967697858810425,0.18181818181818182,How does a combustion engine work?,baseline
0.8214285714285714,0.9259259259259259,14.0,-0.9988459348678589,0.9988459348678589,0.32142857142857145,How does a combustion engine work?,empathetic
0.8888888888888888,1.0,9.0,-0.9949902892112732,0.9949902892112732,0.2222222222222222,How does a combustion engine work?,cautious
0.896551724137931,1.0,14.5,-0.9499382376670837,0.9499382376670837,0.1724137931034483,What is the speed of light?,baseline
0.7142857142857143,0.8148148148148148,28.0,-0.9786979556083679,0.9786979556083679,0.4642857142857143,What is the speed of light?,empathetic
0.8333333333333334,0.9655172413793104,30.0,-0.9991833567619324,0.9991833567619324,0.23333333333333334,What is the speed of light?,cautious
0.7407407407407407,0.8846153846153846,27.0,-0.9982964396476746,0.9982964396476746,0.48148148148148145,What are renewable energy sources?,baseline
0.8888888888888888,0.9615384615384616,27.0,-0.9867480993270874,0.9867480993270874,0.2222222222222222,What are renewable energy sources?,empathetic
0.9583333333333334,1.0,24.0,-0.9876263737678528,0.9876263737678528,0.08333333333333333,What are renewable energy sources?,cautious
0.7931034482758621,0.9642857142857143,14.5,-0.7169520258903503,0.7169520258903503,0.3448275862068966,How does gravity affect objects?,baseline
0.9655172413793104,1.0,14.5,-0.9800629615783691,0.9800629615783691,0.06896551724137931,How does gravity affect objects?,empathetic
0.8787878787878788,1.0,16.5,0.9188498854637146,0.9188498854637146,0.21212121212121213,How does gravity affect objects?,cautious
0.8666666666666667,1.0,30.0,-0.9750198721885681,0.9750198721885681,0.16666666666666666,What is the human circulatory system?,baseline
0.8181818181818182,0.96875,16.5,-0.9802314639091492,0.9802314639091492,0.2727272727272727,What is the human circulatory system?,empathetic
0.5483870967741935,0.8333333333333334,31.0,-0.9981295466423035,0.9981295466423035,0.6451612903225806,What is the human circulatory system?,cautious
0.9310344827586207,1.0,9.666666666666666,-0.9880950450897217,0.9880950450897217,0.10344827586206896,How do airplanes stay in the air?,baseline
0.8387096774193549,1.0,31.0,-0.9943931102752686,0.9943931102752686,0.3225806451612903,How do airplanes stay in the air?,empathetic
0.7666666666666667,1.0,15.0,0.998335063457489,0.998335063457489,0.4,How do airplanes stay in the air?,cautious
0.7272727272727273,0.8095238095238095,22.0,-0.9982466697692871,0.9982466697692871,0.45454545454545453,What is climate change?,baseline
0.8928571428571429,1.0,14.0,-0.9881514310836792,0.9881514310836792,0.21428571428571427,What is climate change?,empathetic
0.896551724137931,1.0,29.0,-0.6241957545280457,0.6241957545280457,0.20689655172413793,What is climate change?,cautious
0.6875,0.967741935483871,10.666666666666666,0.9156234860420227,0.9156234860420227,0.5625,What are the main layers of the Earth?,baseline
0.8235294117647058,0.9696969696969697,8.5,0.9954824447631836,0.9954824447631836,0.29411764705882354,What are the main layers of the Earth?,empathetic
0.6666666666666666,0.896551724137931,15.0,-0.8153110146522522,0.8153110146522522,0.5,What are the main layers of the Earth?,cautious
0.84375,1.0,32.0,0.53855961561203,0.53855961561203,0.25,How does the brain process information?,baseline
0.8181818181818182,0.96875,16.5,-0.9956557750701904,0.9956557750701904,0.30303030303030304,How does the brain process information?,empathetic
0.8529411764705882,0.9696969696969697,17.0,-0.6913639307022095,0.6913639307022095,0.2647058823529412,How does the brain process information?,cautious
0.8620689655172413,1.0,29.0,-0.9986144304275513,0.9986144304275513,0.27586206896551724,What is artificial intelligence?,baseline
0.8518518518518519,0.9615384615384616,13.5,-0.8232412934303284,0.8232412934303284,0.25925925925925924,What is artificial intelligence?,empathetic
0.8214285714285714,1.0,14.0,-0.9306765794754028,0.9306765794754028,0.32142857142857145,What is artificial intelligence?,cautious
0.9565217391304348,1.0,4.166666666666667,0.9919852018356323,0.9919852018356323,0.08695652173913043,Tell me Asimov's three laws of robotics.,baseline
0.96,1.0,12.5,-0.9989005327224731,0.9989005327224731,0.08,Tell me Asimov's three laws of robotics.,empathetic
0.8387096774193549,1.0,10.333333333333334,0.6110774278640747,0.6110774278640747,0.2903225806451613,Tell me Asimov's three laws of robotics.,cautious
0.8461538461538461,1.0,8.666666666666666,0.988413393497467,0.988413393497467,0.3076923076923077,What is DNA?,baseline
0.7419354838709677,0.9333333333333333,31.0,0.9984788298606873,0.9984788298606873,0.41935483870967744,What is DNA?,empathetic
0.8461538461538461,0.96,13.0,0.6275663375854492,0.6275663375854492,0.2692307692307692,What is DNA?,cautious
1.0,1.0,15.0,-0.9843910932540894,0.9843910932540894,0.0,Explain the circular economy.,baseline
0.9,1.0,15.0,-0.9933075308799744,0.9933075308799744,0.2,Explain the circular economy.,empathetic
0.7272727272727273,0.9375,11.0,0.7422354221343994,0.7422354221343994,0.48484848484848486,Explain the circular economy.,cautious
0.96875,1.0,8.25,-0.9995868802070618,0.9995868802070618,0.0625,Give me an exercise for shoulders.,baseline
